boxes_box1_gps,boxes_crop,boxes_planting_date,boxes_expected_harvest_date,country,boxes_farmer_district,wet_completed_time,wet_kgs_crop_box1,wet_kgs_crop_box2,dry_box1_dry_weight,dry_box2_dry_weight,Latitude,Longitude,Altitude,Accuracy
0.3742328 38.0574501 1078.5 4.2,maize,2021-10-11,2022-02-28,Kenya,Meru,2022-03-17,11.19,12.32,7.155,9.275,0.3742328,38.0574501,1078.5,4.2
0.088568 37.7872108 1248.59 4.61,maize,2021-10-28,2022-02-26,Kenya,Meru,2022-02-24,24.19,28.12,14.9,19.77,0.088568,37.7872108,1248.59,4.61
0.1582176 37.6346268 1516.16 8.57,maize,2021-10-06,2022-03-08,Kenya,Meru,2022-04-09,11.36,10.58,7.47,6.35,0.1582176,37.6346268,1516.16,8.57
-0.01116 37.77399333333334 1107.59 6.5,maize,2021-10-17,2022-02-23,Kenya,Meru,2022-03-07,18.38,16.05,9.865,11.61,-0.01116,37.77399333333334,1107.59,6.5
-0.016823333333333336 37.75847 1163.59 6.6,maize,2021-10-12,2022-02-22,Kenya,Meru,2022-03-01,19.36,18.53,14.42,13.51,-0.0168233333333333,37.75847,1163.59,6.6
0.087527 37.8175099 1236.0 3.92,maize,2021-10-26,2022-03-12,Kenya,Meru,2022-03-11,14.56,9.635,8.755,5.255,0.087527,37.8175099,1236.0,3.92
0.37238 38.0623 1307.0 4.9,maize,2021-10-13,2023-02-25,Kenya,Meru,2022-03-15,5.475,6.155,2.245,2.835,0.37238,38.0623,1307.0,4.9
0.0879094 37.8175211 1197.08 4.44,maize,2021-10-27,2022-03-12,Kenya,Meru,2022-03-11,13.9,12.52,8.42,7.52,0.0879094,37.8175211,1197.08,4.44
0.3573033 37.988997 1630.7 4.58,maize,2021-11-16,2022-03-08,Kenya,Meru,2022-03-06,7.595,8.385,5.535,3.335,0.3573033,37.988997,1630.7,4.58
-0.0599553 37.776826 952.7 4.09,maize,2021-10-15,2022-03-07,Kenya,Meru,2022-03-07,13.37,9.725,8.905,5.565,-0.0599553,37.776826,952.7,4.09
-0.0166003 37.6666333 1204.12 6.96,maize,2021-10-15,2022-03-12,Kenya,Meru,2022-03-12,15.07,10.35,7.93,6.895,-0.0166003,37.6666333,1204.12,6.96
0.3734368 38.0571008 1077.7 4.9,maize,2021-10-10,2022-02-27,Kenya,Meru,2022-03-17,11.97,12.13,6.475,8.095,0.3734368,38.0571008,1077.7,4.9
-0.1062362 37.861474 762.18 3.75,maize,2021-11-15,2022-02-28,Kenya,Meru,2022-03-15,10.79,12.57,7.165,9.255,-0.1062362,37.861474,762.18,3.75
-0.043035000000000004 37.841085 936.9 4.5,maize,2021-10-16,2022-02-24,Kenya,Meru,2022-03-21,20.78,18.09,15.17,13.51,-0.043035,37.841085,936.9,4.5
-0.1055224 37.8625895 771.1 4.66,maize,2021-11-20,2022-02-20,Kenya,Meru,2022-03-16,11.07,14.28,8.405,9.825,-0.1055224,37.8625895,771.1,4.66
0.1637882 37.6422687 1489.04 7.64,maize,2021-10-07,2022-03-22,Kenya,Meru,2022-03-22,14.73,17.98,8.56,7.11,0.1637882,37.6422687,1489.04,7.64
0.1706727 37.784109 1526.7 5.0,maize,2021-10-08,2022-02-20,Kenya,Meru,2022-03-08,18.39,16.93,15.08,13.0,0.1706727,37.784109,1526.7,5.0
0.0602492 37.7880113 1165.9 5.0,maize,2021-10-10,2022-02-19,Kenya,Meru,2022-02-25,8.07,6.32,6.47,4.7,0.0602492,37.7880113,1165.9,5.0
0.2343394 37.6917562 1314.8 5.0,maize,2021-10-15,2022-02-20,Kenya,Meru,2022-03-10,15.67,14.9,11.012,10.301,0.2343394,37.6917562,1314.8,5.0
0.0962195 37.8076562 1124.5 4.7,maize,2021-10-21,2022-02-26,Kenya,Meru,2022-02-24,23.98,28.39,15.24,17.29,0.0962195,37.8076562,1124.5,4.7
0.1713649 37.7849139 1489.2 4.9,maize,2021-10-29,2022-03-01,Kenya,Meru,2022-02-28,27.75,29.59,17.73,18.03,0.1713649,37.7849139,1489.2,4.9
-0.1063884 37.8615449 784.8 6.85,maize,2021-10-08,2022-02-15,Kenya,Meru,2022-03-05,11.48,9.925,5.825,5.385,-0.1063884,37.8615449,784.8,6.85
0.1835926 37.6568097 1419.25 9.64,maize,2021-10-08,2022-03-26,Kenya,Meru,2022-03-26,10.43,7.52,2.12,1.15,0.1835926,37.6568097,1419.25,9.64
-0.008206666666666666 37.803779999999996 1030.7 9.5,maize,2021-10-16,2022-02-21,Kenya,Meru,2022-03-01,23.11,14.26,15.66,12.26,-0.0082066666666666,37.80378,1030.7,9.5
0.1211667 37.785045 1399.2 3.9,maize,2021-10-05,2022-02-16,Kenya,Meru,2022-03-03,9.145,6.975,6.795,5.855,0.1211667,37.785045,1399.2,3.9
-0.0335665 37.6789028 1426.8 5.0,maize,2021-11-13,2022-02-28,Kenya,Meru,2022-03-17,14.08,15.98,10.59,11.16,-0.0335665,37.6789028,1426.8,5.0
-0.1004344 37.8544337 827.6 4.9,maize,2021-10-30,2022-03-07,Kenya,Meru,2022-03-15,3.565,4.265,2.105,3.185,-0.1004344,37.8544337,827.6,4.9
0.10492 37.7927042 1223.5 4.84,maize,2021-10-26,2022-02-26,Kenya,Meru,2022-02-24,13.78,7.59,7.455,2.63,0.10492,37.7927042,1223.5,4.84
0.1920546 37.7774146 1472.8 5.01,maize,2021-10-18,2022-02-14,Kenya,Meru,2022-03-11,9.445,6.945,5.995,4.265,0.1920546,37.7774146,1472.8,5.01
0.2892017 38.0739879 893.3 3.64,maize,2021-10-10,2022-02-10,Kenya,Meru,2022-03-06,11.89,9.83,4.625,5.375,0.2892017,38.0739879,893.3,3.64
-0.027936666666666665 37.81418833333333 1031.5 3.9,maize,2021-10-16,2022-02-27,Kenya,Meru,2022-03-01,32.9,32.43,23.25,24.29,-0.0279366666666666,37.81418833333333,1031.5,3.9
0.0547548 37.7771155 1042.9 4.58,maize,2021-10-07,2022-02-21,Kenya,Meru,2022-02-26,15.36,15.87,7.41,7.93,0.0547548,37.7771155,1042.9,4.58
-0.01927 37.851425 952.7 9.1,maize,2021-10-10,2022-02-14,Kenya,Meru,2022-03-21,15.55,16.49,12.11,13.02,-0.01927,37.851425,952.7,9.1
0.322569 37.9910031 1372.6 4.78,maize,2021-11-11,2022-03-07,Kenya,Meru,2022-03-06,9.39,8.425,4.815,3.0,0.322569,37.9910031,1372.6,4.78
0.1755493 37.779223 1519.0 3.98,maize,2021-10-25,2022-02-20,Kenya,Meru,2022-03-08,15.54,16.39,11.8,13.25,0.1755493,37.779223,1519.0,3.98
-0.005266666666666667 37.75112166666667 1213.5 5.6,maize,2021-10-25,2022-02-25,Kenya,Meru,2022-03-07,15.72,11.33,10.92,9.365,-0.0052666666666666,37.75112166666667,1213.5,5.6
-0.1051042 37.8627393 754.55 7.26,maize,2021-10-20,2022-02-14,Kenya,Meru,2022-03-21,16.41,18.76,12.07,14.13,-0.1051042,37.8627393,754.55,7.26
0.1017244 37.7900771 1192.5 4.94,maize,2021-10-24,2022-02-22,Kenya,Meru,2022-02-24,30.9,24.74,25.45,16.03,0.1017244,37.7900771,1192.5,4.94
-0.1062341 37.8614818 766.47 4.64,maize,2021-11-27,2022-02-27,Kenya,Meru,2022-03-06,15.63,12.84,10.51,8.665,-0.1062341,37.8614818,766.47,4.64
0.1846813 37.6490683 1431.94 5.36,maize,2021-10-10,2022-03-11,Kenya,Meru,2022-04-09,7.84,7.91,3.45,3.91,0.1846813,37.6490683,1431.94,5.36
0.0609852 37.8001548 1166.59 3.68,maize,2021-10-10,2022-02-17,Kenya,Meru,2022-02-25,28.54,31.53,18.01,22.6,0.0609852,37.8001548,1166.59,3.68
0.0538026 37.8191113 1142.9 4.68,maize,2021-10-13,2022-02-18,Kenya,Meru,2022-02-28,18.7,16.21,9.27,8.02,0.0538026,37.8191113,1142.9,4.68
-0.1051368 37.8629785 802.7 4.8,maize,2021-11-17,2022-02-18,Kenya,Meru,2022-03-06,9.515,10.55,6.695,7.295,-0.1051368,37.8629785,802.7,4.8
0.0833781 37.797756 1237.8 3.86,maize,2021-10-31,2022-02-21,Kenya,Meru,2022-02-28,14.35,12.23,8.9,7.38,0.0833781,37.797756,1237.8,3.86
0.3612084 37.9427069 1783.5 4.46,maize,2021-11-10,2022-05-10,Kenya,Meru,2022-04-09,6.47,5.65,2.88,2.04,0.3612084,37.9427069,1783.5,4.46
-0.033826666666666665 37.76628166666667 1089.3 4.59,maize,2021-10-16,2022-02-20,Kenya,Meru,2022-02-16,23.84,21.44,18.95,17.46,-0.0338266666666666,37.76628166666667,1089.3,4.59
-0.1051491 37.8625868 764.17 8.21,maize,2021-10-23,2022-02-19,Kenya,Meru,2022-04-03,15.44,16.27,8.885,11.47,-0.1051491,37.8625868,764.17,8.21
0.0582942 37.789509 1148.2 4.62,maize,2021-10-20,2022-02-24,Kenya,Meru,2022-02-25,5.275,7.83,4.075,6.175,0.0582942,37.789509,1148.2,4.62
-0.1064033 37.8614933 786.4 4.8,maize,2021-10-09,2022-03-16,Kenya,Meru,2022-03-05,9.075,8.285,3.505,2.0,-0.1064033,37.8614933,786.4,4.8
-0.027091666666666667 37.829395 1037.9 5.5,maize,2021-10-17,2022-02-23,Kenya,Meru,2022-03-21,9.635,11.14,8.985,9.585,-0.0270916666666666,37.829395,1037.9,5.5
-0.1054851 37.8625457 775.2 4.81,maize,2021-11-19,2022-02-22,Kenya,Meru,2022-03-17,15.59,18.1,8.355,12.27,-0.1054851,37.8625457,775.2,4.81
0.0193709 37.7672611 1116.9 5.0,maize,2021-11-23,2022-02-27,Kenya,Meru,2022-03-17,12.62,13.4,8.555,10.32,0.0193709,37.7672611,1116.9,5.0
-0.0358847 37.7650154 1109.8 4.7,maize,2021-10-20,2022-02-11,Kenya,Meru,2022-02-14,22.76,21.21,16.32,14.59,-0.0358847,37.7650154,1109.8,4.7
0.13658 37.5236183 2010.9 5.0,maize,2021-10-16,2022-04-04,Kenya,Meru,2022-04-04,6.66,10.65,2.595,4.86,0.13658,37.5236183,2010.9,5.0
0.1845113 37.6490083 1434.32 7.5,maize,2021-10-04,2022-04-08,Kenya,Meru,2022-04-09,9.29,10.76,4.69,5.28,0.1845113,37.6490083,1434.32,7.5
0.0709294 37.7882412 1181.09 4.5,maize,2021-10-12,2022-02-20,Kenya,Meru,2022-02-24,24.36,28.38,16.92,18.32,0.0709294,37.7882412,1181.09,4.5
0.3050317 38.09049 868.4 4.2,maize,2020-11-11,2022-02-24,Kenya,Meru,2022-03-04,1.2,1.405,0.76,0.76,0.3050317,38.09049,868.4,4.2
0.030173 37.7540629 1124.7 4.88,maize,2021-11-19,2022-02-26,Kenya,Meru,2022-03-17,11.24,13.55,7.255,9.195,0.030173,37.7540629,1124.7,4.88
0.0871582 37.8186278 1181.8 4.91,maize,2021-10-22,2022-03-18,Kenya,Meru,2022-03-11,8.54,9.29,4.005,2.94,0.0871582,37.8186278,1181.8,4.91
-0.1055296 37.8626465 802.4 4.73,maize,2021-11-21,2022-02-21,Kenya,Meru,2022-03-17,18.94,15.26,13.59,10.8,-0.1055296,37.8626465,802.4,4.73
-0.03874333333333334 37.764955 1146.5 8.5,maize,2021-10-17,2022-02-21,Kenya,Meru,2022-03-07,16.54,18.08,12.7,16.21,-0.0387433333333333,37.764955,1146.5,8.5
0.1841029 37.6074842 1575.4 9.4,maize,2021-10-10,2022-03-22,Kenya,Meru,2022-03-22,10.77,13.99,5.3,7.28,0.1841029,37.6074842,1575.4,9.4
-0.043603333333333334 37.79916 989.3 9.9,maize,2021-10-18,2022-03-01,Kenya,Meru,2022-03-07,14.54,16.62,8.755,13.31,-0.0436033333333333,37.79916,989.3,9.9
0.2993819 38.0478495 1028.7 4.43,maize,2021-10-10,2022-03-10,Kenya,Meru,2022-03-04,10.12,6.88,3.665,4.185,0.2993819,38.0478495,1028.7,4.43
-0.036646 37.7138282 1260.55 4.28,maize,2021-10-25,2022-02-12,Kenya,Meru,2022-03-12,16.11,18.89,7.985,7.09,-0.036646,37.7138282,1260.55,4.28
-0.010563333333333334 37.7577 1075.9 9.4,maize,2021-10-17,2022-02-21,Kenya,Meru,2022-03-07,29.65,32.0,22.7,24.07,-0.0105633333333333,37.7577,1075.9,9.4
0.0888316 37.8200944 1134.9 4.84,maize,2021-10-28,2022-03-12,Kenya,Meru,2022-03-11,15.45,14.31,9.565,8.35,0.0888316,37.8200944,1134.9,4.84
0.0577051 37.7776372 1143.5 4.8,maize,2021-10-08,2022-02-08,Kenya,Meru,2022-02-26,28.87,42.1,19.08,26.1,0.0577051,37.7776372,1143.5,4.8
0.1850283 37.7659917 1442.8 4.24,maize,2021-10-10,2022-02-20,Kenya,Meru,2022-03-28,2.845,3.465,1.301,2.045,0.1850283,37.7659917,1442.8,4.24
0.1002333 37.8498483 1170.2 5.7,maize,2021-10-14,2022-03-02,Kenya,Meru,2022-03-04,11.51,13.31,9.325,8.085,0.1002333,37.8498483,1170.2,5.7
-0.1210654 37.8717154 730.09 3.9,maize,2021-10-21,2022-02-15,Kenya,Meru,2022-03-21,13.77,17.08,9.575,14.73,-0.1210654,37.8717154,730.09,3.9
-0.1051661 37.8632811 774.2 4.97,maize,2021-11-22,2022-02-27,Kenya,Meru,2022-03-06,14.21,13.81,9.145,8.895,-0.1051661,37.8632811,774.2,4.97
0.1374806 37.6242757 1630.34 5.36,maize,2021-12-26,2022-03-26,Kenya,Meru,2022-03-26,8.83,10.31,4.85,5.08,0.1374806,37.6242757,1630.34,5.36
0.2813682 38.0610455 933.2 4.92,maize,2021-11-10,2022-03-16,Kenya,Meru,2022-03-15,6.695,6.445,4.635,3.885,0.2813682,38.0610455,933.2,4.92
-0.1065576 37.8614635 760.65 3.9,maize,2021-11-17,2022-02-27,Kenya,Meru,2022-03-15,5.425,6.415,3.535,3.945,-0.1065576,37.8614635,760.65,3.9
-0.00863 37.75015833333334 1164.8 6.7,maize,2021-10-17,2022-02-19,Kenya,Meru,2022-03-07,19.22,25.42,13.02,17.03,-0.00863,37.75015833333334,1164.8,6.7
0.1366936 37.5230644 2027.2 4.59,maize,2021-10-22,2022-04-04,Kenya,Meru,2022-04-04,12.21,12.09,6.83,5.685,0.1366936,37.5230644,2027.2,4.59
-0.105146 37.8626482 761.76 4.09,maize,2021-10-24,2022-02-17,Kenya,Meru,2022-04-01,19.74,21.51,6.985,9.665,-0.105146,37.8626482,761.76,4.09
0.1012919 37.8081468 1176.09 4.84,maize,2021-10-27,2022-02-26,Kenya,Meru,2022-02-24,26.36,24.79,13.62,10.31,0.1012919,37.8081468,1176.09,4.84
-0.1059786 37.8617421 752.46 6.76,maize,2021-10-21,2022-02-17,Kenya,Meru,2022-04-04,16.26,14.22,8.115,7.055,-0.1059786,37.8617421,752.46,6.76
0.1623769 37.6441912 1483.92 9.64,maize,2021-10-02,2022-03-26,Kenya,Meru,2022-03-26,11.59,12.65,7.89,6.82,0.1623769,37.6441912,1483.92,9.64
0.1124415 37.5012579 2265.69 4.66,maize,2021-10-20,2022-04-04,Kenya,Meru,2022-04-04,12.82,9.61,7.72,5.705,0.1124415,37.5012579,2265.69,4.66
0.0599366 37.7839567 1178.8 4.34,maize,2021-10-23,2022-02-23,Kenya,Meru,2022-02-28,11.51,14.26,7.555,9.315,0.0599366,37.7839567,1178.8,4.34
0.3224554 37.9909616 1371.1 5.0,maize,2021-10-11,2022-03-11,Kenya,Meru,2022-03-06,11.53,10.43,5.455,5.245,0.3224554,37.9909616,1371.1,5.0
0.1420937 37.634014 1571.31 4.28,maize,2021-10-11,2022-03-22,Kenya,Meru,2022-03-22,7.57,3.81,2.2,1.93,0.1420937,37.634014,1571.31,4.28
0.1123703 37.5015973 2255.9 4.5,maize,2021-10-21,2022-04-04,Kenya,Meru,2022-04-04,18.22,15.69,12.11,9.93,0.1123703,37.5015973,2255.9,4.5
0.1858258 37.6484594 1429.09 4.28,maize,2021-10-15,2022-03-21,Kenya,Meru,2022-04-08,4.06,3.05,1.56,2.15,0.1858258,37.6484594,1429.09,4.28
0.0829768 37.7687557 1178.59 4.5,maize,2021-10-20,2022-02-14,Kenya,Meru,2022-02-23,14.14,21.37,8.09,11.81,0.0829768,37.7687557,1178.59,4.5
-0.1050528 37.8627427 753.33 6.23,maize,2021-10-17,2022-02-20,Kenya,Meru,2022-04-05,13.36,14.32,3.975,4.715,-0.1050528,37.8627427,753.33,6.23
0.0602056 37.7851287 1189.8 4.68,maize,2021-10-09,2022-02-22,Kenya,Meru,2022-02-25,9.61,11.23,7.03,7.335,0.0602056,37.7851287,1189.8,4.68
-0.1050984 37.8628972 790.1 4.4,maize,2021-11-20,2022-02-17,Kenya,Meru,2022-03-06,9.435,11.1,6.885,7.745,-0.1050984,37.8628972,790.1,4.4
0.2472278 37.8455428 1887.0 4.96,maize,2021-10-15,2022-03-10,Kenya,Meru,2022-03-11,14.9,14.19,11.9,11.9,0.2472278,37.8455428,1887.0,4.96
0.0806631 37.7848259 1240.9 4.88,maize,2021-10-18,2022-02-24,Kenya,Meru,2022-02-26,18.09,17.83,13.0,9.97,0.0806631,37.7848259,1240.9,4.88
-0.0599925 37.776857 972.7 4.86,maize,2021-10-11,2022-03-07,Kenya,Meru,2022-03-07,19.23,13.02,12.08,7.83,-0.0599925,37.776857,972.7,4.86
0.0880072 37.8196317 1204.59 4.96,maize,2021-10-25,2022-03-12,Kenya,Meru,2022-03-11,10.66,8.415,7.74,6.5,0.0880072,37.8196317,1204.59,4.96
0.063095 37.8056611 1170.5 4.85,maize,2021-10-23,2022-02-21,Kenya,Meru,2022-02-28,29.63,32.67,19.58,21.23,0.063095,37.8056611,1170.5,4.85
0.3165689 37.8853015 1648.3 4.86,maize,2021-10-15,2022-03-01,Kenya,Meru,2022-03-07,14.66,12.23,9.905,6.725,0.3165689,37.8853015,1648.3,4.86
0.0778168 37.7917102 1182.7 4.74,maize,2021-10-10,2022-02-22,Kenya,Meru,2022-02-26,13.64,10.32,10.72,8.285,0.0778168,37.7917102,1182.7,4.74
0.1374083 37.624629 1620.66 6.43,maize,2021-10-09,2022-03-26,Kenya,Meru,2022-03-26,18.13,10.14,5.6,7.55,0.1374083,37.624629,1620.66,6.43
-0.1050826 37.8627429 751.84 6.96,maize,2021-10-19,2022-02-19,Kenya,Meru,2022-04-04,12.67,15.31,7.275,9.905,-0.1050826,37.8627429,751.84,6.96
-0.014496666666666666 37.83723333333333 913.4 7.4,maize,2021-10-17,2022-02-21,Kenya,Meru,2022-03-02,14.3,14.3,11.7,12.06,-0.0144966666666666,37.83723333333333,913.4,7.4
0.184859 37.6501135 1432.18 4.28,maize,2021-10-03,2022-04-08,Kenya,Meru,2022-04-09,14.33,11.36,6.49,5.6,0.184859,37.6501135,1432.18,4.28
-0.1213468 37.8716043 751.3 5.05,maize,2021-11-08,2022-03-12,Kenya,Meru,2022-03-05,7.495,8.705,4.555,3.0,-0.1213468,37.8716043,751.3,5.05
0.2820517 37.8704717 1655.7 5.0,maize,2021-10-10,2022-03-05,Kenya,Meru,2022-03-07,6.335,7.085,3.49,4.207,0.2820517,37.8704717,1655.7,5.0
-0.1064967 37.8615875 764.48 3.38,maize,2021-11-20,2022-02-25,Kenya,Meru,2022-03-15,7.405,5.855,4.685,3.525,-0.1064967,37.8615875,764.48,3.38
0.1361722 37.6147465 1688.09 6.43,maize,2021-10-07,2022-03-22,Kenya,Meru,2022-03-22,10.63,13.03,6.55,9.62,0.1361722,37.6147465,1688.09,6.43
0.0480678 37.8170297 1124.7 4.2,maize,2021-10-16,2022-02-24,Kenya,Meru,2022-02-25,19.72,21.98,14.4,17.01,0.0480678,37.8170297,1124.7,4.2
-0.1055599 37.8627093 801.8 4.96,maize,2021-11-26,2022-02-21,Kenya,Meru,2022-03-17,13.04,14.74,9.905,11.0,-0.1055599,37.8627093,801.8,4.96
-0.015405 37.820275 1007.3 5.4,maize,2021-10-16,2022-02-24,Kenya,Meru,2022-03-07,23.53,21.53,18.82,17.39,-0.015405,37.820275,1007.3,5.4
0.1733661 37.7823091 1515.2 5.0,maize,2021-10-10,2022-02-24,Kenya,Meru,2022-03-01,4.575,5.995,2.515,3.065,0.1733661,37.7823091,1515.2,5.0
-0.0011016666666666668 37.76871166666667 997.0 6.1,maize,2021-10-16,2022-02-26,Kenya,Meru,2022-03-02,23.26,21.49,14.32,12.69,-0.0011016666666666,37.76871166666667,997.0,6.1
0.087446 37.8175178 1198.9 3.24,maize,2021-10-19,2022-03-12,Kenya,Meru,2022-03-11,10.15,9.315,7.165,6.235,0.087446,37.8175178,1198.9,3.24
0.10424 37.834525 1232.4 4.7,maize,2021-10-15,2022-03-10,Kenya,Meru,2022-03-04,26.55,24.47,3.24,4.8,0.10424,37.834525,1232.4,4.7
-0.0788248 37.7545754 1161.59 4.83,maize,2021-10-14,2022-03-07,Kenya,Meru,2022-03-07,11.02,8.84,7.36,5.08,-0.0788248,37.7545754,1161.59,4.83
-0.0995587 37.8544538 813.7 4.74,maize,2021-10-30,2022-03-07,Kenya,Meru,2022-03-17,13.28,8.355,11.24,5.675,-0.0995587,37.8544538,813.7,4.74
-0.020228333333333334 37.77778833333333 1054.2 4.8,maize,2021-10-26,2022-02-24,Kenya,Meru,2022-03-07,27.46,26.23,21.79,20.56,-0.0202283333333333,37.77778833333333,1054.2,4.8
0.0909517 37.832765 1183.7 5.0,maize,2021-10-15,2022-02-20,Kenya,Meru,2022-02-26,33.05,33.05,16.81,15.52,0.0909517,37.832765,1183.7,5.0
-0.8894448 37.2243628 1416.9 9.98,maize,2021-10-09,2022-02-09,Kenya,Muranga,2022-02-09,11.86,9.535,4.025,5.565,-0.8894448,37.2243628,1416.9,9.98
-0.897704 37.0266254 1604.6 6.72,maize,2020-10-14,2022-02-14,Kenya,Muranga,2022-02-15,21.32,22.02,8.55,9.895,-0.897704,37.0266254,1604.6,6.72
-0.8887402 37.2274508 1385.59 8.1,maize,2021-10-25,2022-02-09,Kenya,Muranga,2022-02-09,15.69,14.0,7.28,6.865,-0.8887402,37.2274508,1385.59,8.1
-0.8348566 37.1739065 1310.09 8.65,maize,2021-11-12,2022-02-12,Kenya,Muranga,2022-02-12,11.62,12.98,7.7,7.72,-0.8348566,37.1739065,1310.09,8.65
-0.8862134 37.0961862 1592.1 8.87,maize,2021-10-01,2022-02-07,Kenya,Muranga,2022-02-07,10.01,8.915,4.53,5.085,-0.8862134,37.0961862,1592.1,8.87
-0.9693964 37.1597938 1476.8 9.19,maize,2021-11-05,2022-03-12,Kenya,Muranga,2022-03-04,3.135,2.62,2.0,1.55,-0.9693964,37.1597938,1476.8,9.19
-0.8884624 37.2239681 1433.3 7.86,maize,2021-10-09,2022-02-09,Kenya,Muranga,2022-02-09,9.795,12.75,4.705,6.35,-0.8884624,37.2239681,1433.3,7.86
-0.9802745 37.3466972 1263.8 7.86,maize,2021-11-08,2022-02-08,Kenya,Muranga,2022-02-08,2.165,3.415,1.67,2.275,-0.9802745,37.3466972,1263.8,7.86
-0.9872088 37.347643 1309.4 7.9,maize,2021-10-08,2022-02-08,Kenya,Muranga,2022-02-08,13.51,9.015,8.255,4.825,-0.9872088,37.347643,1309.4,7.9
-0.9407073 37.0683836 1565.9 5.12,maize,2021-10-10,2022-02-10,Kenya,Muranga,2022-02-10,30.99,30.99,5.61,10.55,-0.9407073,37.0683836,1565.9,5.12
-0.8352368 37.1793905 1345.2 8.56,maize,2021-10-12,2022-02-12,Kenya,Muranga,2022-02-12,10.69,16.23,9.485,6.34,-0.8352368,37.1793905,1345.2,8.56
-0.8872326 37.0969669 1519.5 7.47,maize,2021-09-05,2022-02-07,Kenya,Muranga,2022-02-07,10.47,6.705,5.105,4.385,-0.8872326,37.0969669,1519.5,7.47
-0.8880876 37.2253073 1332.0 8.22,maize,2021-10-09,2022-02-09,Kenya,Muranga,2022-02-09,8.925,9.105,3.845,3.76,-0.8880876,37.2253073,1332.0,8.22
-0.8847637 37.1014473 1528.0 8.49,maize,2021-10-05,2022-02-07,Kenya,Muranga,2022-02-07,8.685,5.245,3.14,4.425,-0.8847637,37.1014473,1528.0,8.49
-0.9689224 37.0234944 1549.4 6.0,maize,2021-10-03,2022-03-03,Kenya,Muranga,2022-03-03,21.35,27.85,14.62,12.0,-0.9689224,37.0234944,1549.4,6.0
-0.7749817 37.0676183 1538.3 4.9,maize,2021-10-16,2022-02-16,Kenya,Muranga,2022-02-16,8.165,7.785,3.825,3.305,-0.7749817,37.0676183,1538.3,4.9
-0.9633616 37.0740719 1408.2 9.23,maize,2021-10-10,2022-02-10,Kenya,Muranga,2022-02-10,9.795,10.24,2.83,3.345,-0.9633616,37.0740719,1408.2,9.23
-0.915514 37.0416123 1607.8 9.33,maize,2021-10-14,2022-02-14,Kenya,Muranga,2022-02-14,26.12,23.85,9.575,8.095,-0.915514,37.0416123,1607.8,9.33
-0.7749695 37.0663216 1461.5 9.0,maize,2021-10-16,2022-02-16,Kenya,Muranga,2022-02-16,22.72,7.445,10.5,3.86,-0.7749695,37.0663216,1461.5,9.0
